
"Area", "Zona"
"As low as:", "Kā zema kā:"
"Assigned", "Piešķirtie"
"Associated Tags", "Asociētā Birkas"
"Attribute Set Name:", "Prasme kopas nosaukums:"
"Attributes", "Atribūti"
"Authorization confirmed", "Autorizācijas apstiprināja"
"Authorize", "Autorizēties"
"Authorize application", "Autorizēties pieteikums"
"Authorized OAuth Tokens", "Pilnvarotais OAuth Žetoni"
"Automatic (equalize price ranges)", "Automātiskā (izlīdzinātu cenu diapazoniem)"
"Automatic (equalize product counts)", "Automātiskā (izlīdzinātu produktu skaits)"
"Average Order Amount", "Vidējā pasūtījuma summa"
"Average Orders", "Vidēji Pasūtījumi"
"BINARY", "BINARY"
"Back", "Atpakaļ"
"Back to Login", "Atpakaļ uz autorizāciju"
"Backup", "Backup"
"Backup Name", "Backup Vārds"
"Backup options", "Rezerves iespējas"
"Backups", "Backups"
"Base currency", "Valūta"
"Bcc", "BCC"
"Bestsellers", "Bestsellers"
"Billing Address", "Norēķinu adrese"
"Billing Address: ", "Norēķinu Adrese:"
"Billing Agreement", "Norēķinu līgums"
"Billing Agreements", "Norēķinu nolīgumi"
"Block Information", "Block Information"
"Both (without and with tax)", "Gan (bez un ar nodokli)"
"Both IPN and PDT", "Gan IPN un FDT"
"Browse Files...", "Browse Files ..."
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.", "Paka ar dinamisku cenu nevar iekļaut pielāgotus definēti Opcijas netiks saglabāts.".
"CMS", "CMS"
"CRITICAL", "Kritiskā"
"CSV", "CSV"
"CSV / Tab separated", "CSV / Tab atdalīts"
"Cache Control", "Cache Control"
"Cache Control (beta)", "Kešatmiņa kontrole (beta)"
"Cache Management", "Cache Management"
"Cache Type", "Cache Tips"
"Cancel", "Atcelt"
"Cannot add new comment.", "Nevar pievienot jaunu komentāru."
"Cannot add tracking number.", "Nevar pievienot uzskaites numuru."
"Cannot create an invoice without products.", "Nevar izveidot rēķinu bez produktiem."
"Cannot create credit memo for the order.", "Nevar izveidot kredīta piezīmi par pasūtījumu."
"Cannot delete the design change.", "Nevar izdzēst dizaina izmaiņas."
"Cannot delete tracking number.", "Nevar izdzēst uzskaites numuru."
"Cannot do shipment for the order separately from invoice.", "Nevar darīt sūtījumu kārtībā atsevišķi no rēķina."
"Cannot do shipment for the order.", "Nevar darīt sūtījumu kārtībā."
"Cannot initialize shipment for adding tracking number.", "Nevar inicializēt sūtījumu izsekošanas pievienošanai numuru."
"Cannot initialize shipment for delete tracking number.", "Nevar inicializēt sūtījumu dzēst izsekošanas numuru."
"Cannot load track with retrieving identifier.", "Nevar ielādēt dziesmu ar izguvei identifikatoru."
"Cannot retrieve tracking number detail.", "Nevar paņemt izsekošanas numurs detaļu."
"Cannot save shipment.", "Nevar saglabāt sūtījumu."
"Cannot save the credit memo.", "Nevar saglabāt kredīta piezīmi."
"Cannot send shipment information.", "Nevar nosūtīt sūtījumu informāciju."
"Cannot update item quantity.", "Nevar atjaunināt objektu daudzumu."
"Cannot update the item's quantity.", "Nevar atjaunināt posteņa daudzumu."
"Catalog", "Katalogs"
"Catalog Price Rules", "Katalogs Cenu noteikumi"
"Catalog Rewrites", "Katalogs Pārstrādātajos tekstos"
"Categories", "Kategorijas"
"Category:", "Kategorija:"
"Chart is disabled. If you want to enable chart, "Grafiks ir atslēgts. Ja jūs vēlaties, lai diagrammu
"Checkbox", "Atzīmēšanas kastīte"
"Child Transactions", "Bērnu Darījumi"
"Choose Store View:", "Izvēlies Store Skats:"
"Choose an attribute", "Izvēlieties atribūtu"
"Chosen category does not associated with any website, "Izvēlētā kategorija nav saistīta ar jebkuru mājas lapā
"Chosen product does not associated with any website, "Izvēlētā prece nav saistīta ar jebkuru mājas lapā
"Clear", "Clear"
"Close", "Aizvērt"
"Comment text field cannot be empty.", "Komentārs teksta lauks nevar būt tukšs."
"Complete", "Pilnīga"
"Config form fieldset clone model required to be able to clone fields", "Config forma fieldset klons modelis vajadzīgs, lai spētu klons laukus"
"Configuration", "Konfigurācija"
"Confirm New Password", "Apstiprināt jauno paroli"
"Confirm token authorization Pop Up for admin", "Apstiprināt atgādinājumu atļauju Pop Up admin"
"Confirm token authorization for admin", "Apstiprināt atgādinājumu atļauju admin"
"Confirmation Of Authorization", "Apliecinājums par atļaujas"
"Confirmed email:", "Apstiprināts e-pasts:"
"Connect with the Magento Community", "Connect ar Magento Kopienas"
"Continue", "Turpināt"
"Convert to Plain Text", "Konvertēt uz vienkāršu tekstu"
"Cookie (unsafe)", "Cookie (nedrošs)"
"Country", "Valsts"
"Country:", "Valsts:"
"Coupons", "Kuponi"
"Create", "Izveidot"
"Create DB Backup", "Izveidot DB Backup"
"Create New Attribute", "Izveidot jaunu atribūtu"
"Create URL Rewrite:", "Izveidot URL Rewrite:"
"Created At", "Izveidota"
"Credit Card %s", "Kredītkarte% s"
"Credit Memo History", "Kredīta Memo vēsture"
"Credit Memo Totals", "Credit Memo kopsummas"
"Credit Memos", "Kredītu atgādinājumus"
"Credit memo #%s comment added", "Kredītrēķins #% s komentārs pievienots"
"Credit memo #%s created", "Kredītrēķins #% s radīts"
"Credit memo's total must be positive.", "Kredītrēķins kopējā jābūt pozitīvai."
"Currency", "Valūta"
"Currency ""%s"" is used as %s in %s.", "Valūta" "% s" "tiek izmantota kā% s% s."
"Currency Information", "Valūtas informācijas"
"Currency Setup Section", "Valūtas Setup sadaļa"
"Current Configuration Scope:", "Pašreizējais konfigurācija joma:"
"Current Month", "Pašreizējais mēnesis"
"Custom", "Custom"
"Custom Variable ""%s""", "Pielāgots mainīgais" "% s" ""
"Custom Variables", "Custom Mainīgie"
"Customer", "Klients"
"Customer Group:", "Klientu grupa:"
"Customer Groups", "Klientu Grupas"
"Customer Name", "Klienta vārds"
"Customer Reviews", "Klientu atsauksmes"
"Customer Shopping Carts", "Klientu Iepirkumu ratiņi"
"Customer Since:", "Klients Kopš:"
"Customer Tax Classes", "Klientu Nodokļu klases"
"Customer with the same email already exists.", "Klientu ar tādu pašu e-pastu jau eksistē."
"Customers", "Klienti"
"Customers by Number of Orders", "Klienti ar pasūtījumu skaits"
"Customers by Orders Total", "Klienti rīkojumiem Kopā"
"DHTML Date/Time Selector", "DHTML Datums / laiks atlasītājs"
"Dashboard", "Dashboard"
"Data Format", "Datu formāts"
"Data transfer:", "Datu pārraide:"
"Database", "Datu bāze"
"Dataflow - Advanced Profiles", "Dataflow - Advanced Profili"
"Dataflow - Profiles", "Dataflow - Profili"
"Date", "Datums"
"Date & Time", "Datums un laiks"
"Date Added", "Pievienots"
"Date Updated", "Datums Atjaunots"
"Date selection:", "Datums izvēle:"
"Date selector", "Datums selektors"
"Day", "Diena"
"Decimal separator:", "Decimal atdalītājs:"
"Default (Admin) Values", "Pēc noklusējuma (Admin) Vērtības"
"Default Billing Address", "Default Norēķinu adrese"
"Default Config", "Noklus"
"Default Template from Locale", "Noklusēto veidni no Locale"
"Default Values", "Standartvērtības"
"Default display currency ""%s"" is not available in allowed currencies.", "Noklusējuma displejs valūta" "% s" "nav pieejama atļauto valūtās."
"Default scope", "Noklusētais joma"
"Delete", "Dzēst"
"Delete %s", "Dzēst% s"
"Delete %s '%s'", "Dzēst% s '% s'"
"Delete File", "Dzēst File"
"Delete Image", "Dzēst attēlu"
"Delete Profile", "Dzēst profilu"
"Delete Role", "Dzēst loma"
"Delete Store", "Dzēst Store"
"Delete Store View", "Dzēst Store View"
"Delete Template", "Dzēst veidni"
"Delete User", "Dzēst lietotāju"
"Delete Website", "Dzēst Website"
"Description", "Apraksts"
"Design", "Dizains"
"Design Section", "Dizaina nodaļa"
"Details", "Details"
"Developer Section", "Attīstītājs sadaļa"
"Direction:", "Virziens:"
"Disable", "Izslēgt"
"Disabled", "Disabled"
"Display %s first", "Displeja% pirmā"
"Display default currency", "Displeja noklusējuma valūtu"
"Distributed under GNU LGPL. See %s for details.", "Izplatīts saskaņā ar GNU LGPL skatīt% s informāciju.".
"Do you really want to KILL parallel process and start new indexing process?", "Vai jūs tiešām vēlaties, lai nogalinātu paralēlo procesu un sāktu jaunu indeksēšanas procesā?"
"Do you really want to proceed?", "Vai jūs tiešām vēlaties turpināt?"
"Download", "Download"
"Downloads", "Lejupielādes"
"Drag to move", "Velc, lai pārvietotu"
"Drop-down", "Drop-down"
"Edit", "Edit"
"Edit Design Change", "Labot projekta izmaiņu"
"Edit Email Template", "Rediģēt e-pasta veidnes"
"Edit Order", "Rediģēt pasūtījumu"
"Edit Poll", "Labot Aptauja"
"Edit Queue", "Rediģēt rindas"
"Edit Review", "Labot Review"
"Edit Role", "Labot loma"
"Edit Store View", "Labot Store View"
"Edit System Template", "Rediģēt sistēmas Template"
"Edit Template", "Rediģēt veidni"
"Edit URL Rewrite", "Rediģēt URL Rewrite"
"Edit User", "Labot lietotāju"
"Edit User '%s'", "Labot lietotāju '% s'"
"Edit Website", "Labot Website"
"Email", "E"
"Email Address:", "E-pasta adrese:"
"Email Preview", "E Preview"
"Email to a Friend", "Nosūtīt draugam"
"Email:", "E-pasts:"
"Enable", "Aktivizēt"
"Enabled", "Enabled"
"Enclose Values In:", "Pievienojiet vērtībās:"
"Entity Attributes", "Uzņēmums īpašības"
"Entity Type", "Organizācijas veids"
"Entity type:", "Uzņēmējdarbības veids:"
"Error", "Kļūda"
"Excel XML", "Excel XML"
"Excl. Tax", "Bez. Nodokli"
"Exclude media folder from backup", "Izslēgt mediju mapi no rezerves"
"Export", "Eksporta"
"Export CSV", "Eksporta CSV"
"Export Filters", "Eksporta Filters"
"Export to:", "Eksports uz:"
"Export:", "Eksporta"
"FTP Host", "FTP Host"
"FTP Host[:Port]", "FTP Host [: Port]"
"FTP Login", "FTP vārds"
"FTP Password", "FTP paroli"
"FTP credentials", "FTP akreditācijas"
"Failed to add a product to cart by id ""%s"".", "Neizdevās pievienot grozā pēc ID" "% s" "."
"Failed to cancel the billing agreement.", "Neizdevās atcelt norēķinu līgumu."
"Failed to clear the JavaScript/CSS cache.", "Neizdevās noskaidrot JavaScript / CSS kešatmiņa."
"Failed to delete the billing agreement.", "Neizdevās dzēst norēķinu līgumu."
"Failed to update the profile.", "Neizdevās atjaunināt profilu."
"Field", "Lauks"
"Field Mapping", "Lauku kartēšana"
"File", "File"
"File Information", "File Information"
"File System", "Failu sistēma"
"File mode", "File režīmā"
"File name:", "Faila nosaukums:"
"File size should be more than 0 bytes", "Faila lielums būtu vairāk nekā 0 baiti"
"Finished profile execution.", "Pabeigts profila izpildi."
"First Invoice Created Date", "Pirmais rēķins Izveides datums"
"First Name", "Vārds"
"First Name is required field.", "Vārds ir nepieciešama lauku."
"First Name:", "Vārds"
"Fixed", "Fixed"
"Flush Catalog Images Cache", "Flush Katalogs Images Cache"
"Flush JavaScript/CSS Cache", "Flush JavaScript / CSS Cache"
"For category", "Par kategorijā"
"For latest version visit: %s", "Par jaunāko versiju, apmeklējiet:% s"
"For product", "Par izstrādājumu"
"Forgot Admin Password", "Aizmirsu Admin Password"
"Forgot your password?", "Aizmirsāt paroli?"
"Forgot your user name or password?", "Aizmirsāt savu lietotāja vārdu un paroli?"
"From", "No"
"GLOBAL", "GLOBAL"
"Gb", "GB"
"General Information", "Vispārīga informācija"
"General Section", "Vispārējā nodaļa"
"Get Image Base64", "Get Image base64"
"Get help for this page", "Palīdzība saistībā ar šo lapu"
"Give the verifier code to application administrator", "Dodiet, verificētājam kodu pieteikumu administrators"
"Global Attribute", "Globālā Prasme"
"Global Record Search", "Globālā Ieraksta meklēšana"
"Global Search", "Globālā meklēšana"
"Go Today", "Go Šodien"
"Go to messages inbox", "Iet uz ziņojumiem inbox"
"Go to notifications", "Iet uz paziņojumiem"
"Google Base", "Google Base"
"Google Sitemaps", "Google portālkartes"
"Grand Total", "Pavisam kopā"
"Grid (default) / List", "Grid (noklusējums) / saraksts"
"Grid Only", "Grid Tikai"
"Group:", "Grupa"
"Guest", "Guest"
"HTTP (unsecure)", "HTTP (nedrošs)"
"HTTPS (SSL)", "HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs", "Palīdziet mums uzturēt Magento Veselīgas - Ziņot visas kļūdas"
"Helper attributes should not be used in custom layout updates.", "Helper atribūti nedrīkst lietot pasūtījuma izkārtojums atjauninājumus."
"Helper for options rendering doesn't implement required interface.", "Palīgs iespējas apmetumu neīsteno prasīto interfeisu."
"Home", "Mājas"
"ID", "ID"
"ID Path", "ID Ceļš"
"IP Address", "IP adrese"
"IPN (Instant Payment Notification) Only", "IPN (Instant maksājuma paziņojumu) Tikai"
"If there is an account associated with %s you will receive an email with a link to reset your password.", "Ja ir konts saistīts ar% s jūs saņemsiet e-pastu ar saiti, lai atiestatītu savu paroli."
"If this message persists, "Ja šis ziņojums saglabājas
"Images (.gif, "Attēli (. Gif
"Images Cache", "Attēli Cache"
"Import", "Imports"
"Import Service", "Importa Service"
"Import and Export", "Importēt un eksportēt"
"Import and Export Tax Rates", "Importēt un eksportēt nodokļa likmēm"
"Import/Export", "Imports / Eksports"
"Import/Export Advanced", "Import / Export Advanced"
"Import/Export Profile", "Imports / Eksports profils"
"Important: ", "Svarīgi:"
"Imported <strong>%s</strong> records", "Importēts <strong>% s </ strong> ieraksti"
"In", "In"
"In Database:", "Datu bāzē:"
"In File:", "In File:"
"Inactive", "Neaktīvs"
"Incl. Tax", "Iesk. Nodokli"
"Incoming Message", "Ienākošā Ziņu"
"Insert Variable...", "Ievietot Mainīgais ..."
"Interactive", "Interactive"
"Interface Locale: %s", "Interfeisa Lokalizācija:% s"
"Invalid Form Key. Please refresh the page.", "Nepareiza forma atslēga. Lūdzu, atsvaidziniet lapu."
"Invalid Import Service Specified", "Nepareiza importa dienesta norādīts"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file).", "Invalid POST datus (lūdzu, pārbaudiet post_max_size un upload_max_filesize iestatījumus jūsu php.ini failā)."
"Invalid Secret Key. Please refresh the page.", "Nepareiza Secret Key Lūdzu, atsvaidziniet lapu.".
"Invalid User Name or Password.", "Nepareiza lietotāja vārds vai parole."
"Invalid directory: %s", "Nepareiza direktorija:% s"
"Invalid email address ""%s"".", "Nepareiza e-pasta adrese" "% s" "."
"Invalid email address.", "Nepareiza e-pasta adrese."
"Invalid file: %s", "Nepareiza failu:% s"
"Invalid input data for %s => %s rate", "Invalid Input dati% s =>% s ātrums"
"Invalid parent block for this block", "Nepareiza mātes bloks šajā blokā"
"Invalid parent block for this block.", "Nepareiza mātes bloks šajā blokā."
"Invalid password reset token.", "Nepareiza parole reset marķieri."
"Invalid sender name ""%s"". Please use only visible characters and spaces.", "Nepareiza sūtītāja vārds" "% s" ". Lūdzu izmantojiet tikai redzamās zīmes un atstarpes."
"Invalid timezone", "Nepareiza laika josla"
"Invalidated", "Nederīgām"
"Inventory Stock Status", "Inventarizācija krājumu stāvokli"
"Invoice #%s comment added", "Rēķinu #% s komentārs pievienots"
"Invoice #%s created", "Rēķins #% s radīja"
"Invoice History", "Rēķina vēsture"
"Invoice Totals", "Rēķina kopsummas"
"Invoice canceling error.", "Rēķins atcelšana kļūda."
"Invoice capturing error.", "Rēķins notveršanā kļūda."
"Invoice voiding error.", "Rēķins iztukšošanās kļūda."
"Invoices", "Rēķini"
"Is Closed", "Ir slēgts"
"Issue Number", "Izdošanas numurs"
"Items", "Preces"
"JavaScript seems to be disabled in your browser.", "JavaScript šķiet ir atspējots Jūsu pārlūkprogrammā."
"JavaScript/CSS", "JavaScript / CSS"
"JavaScript/CSS Cache", "JavaScript / CSS Cache"
"Kb", "KB"
"Last 24 Hours", "Pēdējās 24 Hours"
"Last 5 Orders", "Pēdējie 5 Pasūtījumi"
"Last 5 Search Terms", "Pēdējie 5 Meklēt noteikumi"
"Last 7 Days", "Pēdējās 7 dienas"
"Last Credit Memo Created Date", "Pagājušajā Kredītrēķins Izveides datums"
"Last Invoice Created Date", "Pagājušajā rēķins Izveides datums"
"Last Logged In (%s):", "Pēdējais apmeklējums (% s):"
"Last Logged In:", "Pēdējais apmeklējums:"
"Last Name", "Uzvārds"
"Last Name is required field.", "Uzvārds ir nepieciešama lauku."
"Last Name:", "Uzvārds"
"Last updated: %s. To refresh last day's <a href=""%s"">statistics</a>, "Pēdējā atjaunošana.%s Lai atsvaidzinātu pēdējā diena <a href=""%s""> statistika </ a>
"Latest Message:", "Jaunākās Ziņas"
"Layered Navigation Indices", "Kārtojums Navigācijas indeksi"
"Layered Navigation Indices were refreshed.", "Kārtojums Navigācijas indeksi tika atsvaidzināts."
"Leave empty to use tax identifier", "Atstājiet tukšu, lai izmantotu nodokļu identifikators"
"Lifetime Sales", "Mūža Sales"
"Lifetime statistics have been updated.", "Mūža statistika ir atjaunināti."
"Links", "Links"
"Links with associated products will retain only after saving current product.", "Saikne ar saistīto ražojumu saglabās tikai pēc glābšanas pašreizējo produktu."
"List (default) / Grid", "Saraksts (noklusējums) / Grid"
"List Only", "Saraksts tikai"
"Load Template", "Ielādēt veidni"
"Load default template", "Slodzes noklusējuma veidni"
"Loading...", "Ielādēju ..."
"Local Server", "Vietējais Server"
"Local/Remote Server", "Vietējā / Remote Server"
"Locale", "Lokalizācija"
"Log In", "Pieteikties"
"Log Out", "Atteikties"
"Log in to Admin Panel", "Pieteikties uz Admin Panel"
"Log in to use <strong>%s</strong>", "Pieteikties lietot <strong>% s </ strong>"
"Log into Magento Admin Page", "Ieejiet Magento Admin Page"
"Logged in as %s", "Pieteikties kā% s"
"Login", "Pieteikšanās"
"Low Stock", "Zems Stock"
"MAJOR", "LIELIE"
"MINOR", "Minor"
"MS Excel XML", "MS Excel XML"
"Magento Admin", "Magento Admin"
"Magento Commerce - Administrative Panel", "Magento Commerce - Administratīvā komisija"
"Magento Connect", "Magento Connect"
"Magento Connect Manager", "Magento Connect vadītājs"
"Magento Logo", "Magento Logo"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.", "Magento ir preču zīme Magento Inc Copyright ©% s Magento Inc"
"Magento root directory", "Magento saknes direktorija"
"Magento ver. %s", "Magento ver% s."
"Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc.", "Magento ™ ir preču zīme Magento Inc <br/> Copyright ©% s Magento Inc"
"Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI).", "Pārliecinieties, ka datu kodēšanas failā ir konsekventa un saglabātas vienā no atbalstītajiem kodējumus (UTF-8 vai ANSI)."
"Manage Attribute Sets", "Pārvaldīt Atribūtu kopas"
"Manage Attributes", "Pārvaldīt īpašības"
"Manage Categories", "Pārvaldīt kategorijas"
"Manage Content", "Pārvaldīt saturu"
"Manage Currency Rates", "Pārvaldīt Valūtu kursi"
"Manage Customers", "Pārvaldīt Klienti"
"Manage Ratings", "Pārvaldīt Ratings"
"Manage Stores", "Pārvaldīt veikali"
"Manage Tax Rules", "Pārvaldīt nodokļu noteikumu"
"Manage Tax Zones and Rates", "Pārvaldīt nodokļu zonām un likmēm"
"Manual", "Rokasgrāmata"
"Matched Expression", "Saskaņots Izteiksme"
"Mb", "MB"
"Media (.avi, "Mediju (. Avi
