"Shopping Cart of %1$s - %2$d item(s)", "Grozs no% 1 $ s -% 2 $ d prece (s)"
"Show Date of Birth", "Parādīt dzimšanas datums"
"Show Gender", "Parādīt Dzimums"
"Show Middle Name (initial)", "Parādīt Otrais vārds (sākotnējais)"
"Show Prefix", "Show prefikss"
"Show Suffix", "Show piedēklis"
"Show Tax/VAT Number", "Parādīt nodoklis / PVN numurs"
"Show VAT Number on Frontend", "Parādīt PVN numurs uz priekšpuseName"
"Sign Up for Newsletter", "Pieteikties jaunumiem"
"Skipping import row, "Izlaižot imports rinda
"Skipping import row, "Izlaižot imports rinda
"State/Province", "Valsts"
"Status", "Statuss"
"Store", "Veikals"
"Store View", "Veikals skarts"
"Street Address", "Adrese"
"Street Address %s", "Adrese% s"
"Subject", "Tēma"
"Submit", "Iesniegt"
"Subscribe to Newsletter", "Pieteikties jaunumiem"
"Subscribed to Newsletter?", "Parakstīties uz jaunumiem?"
"Suffix Dropdown Options", "Piedēklis nolaižamā opcijas"
"Tag Name", "Tag Vārds"
"Tax Calculation Based On", "Nodokļu aprēķināšana, pamatojoties uz"
"Tax Class", "Nodokļu klases"
"Tax/VAT number", "Nodokļu / PVN numurs"
"Telephone", "Tālrunis"
"Text", "Teksts"
"Text One Line", "Teksts Viena līnija"
"Thank you for registering with %s.", "Paldies par ar% s."
"The Date of Birth is required.", "Dzimšanas datums ir nepieciešama."
"The TAX/VAT number is required.", "Nodoklis / PVN numurs ir nepieciešams."
"The VAT ID entered (%s) is not a valid VAT ID.", "PVN ieraksta ID (% s) nav derīgs PVN ID."
"The VAT ID entered (%s) is not a valid VAT ID. The customer would belong to Customer Group %s.", "PVN ID ieraksta (% s) nav derīgs PVN ID klients varētu piederēt Klientu grupas% s.".
"The VAT ID is valid. The current Customer Group will be used.", "PVN ID ir derīgs pašreizējo klientu grupa tiks izmantota.".
"The account information has been saved.", "Konta informācija ir saglabāta."
"The address does not belong to this customer.", "Adrese nepieder šim klientam."
"The address has been deleted.", "Adrese dzēsta."
"The address has been saved.", "Adrese saglabāta."
"The customer ID and email did not match, "Klienta ID un e-pasts nesakrīt"
"The customer does not have default billing address.", "Klientam nav noklusējuma norēķinu adrese."
"The customer email (%s) already exists, "Klients-pasta (% s) jau eksistē
"The customer group has been deleted.", "Klientu grupa ir dzēsta."
"The customer group has been saved.", "Klientu grupa ir saglabāta."
"The customer is currently assigned to Customer Group %s.", "Klients šobrīd piešķirts Klienta grupas% s."
"The first name cannot be empty.", "Vārds nevar būt tukšs."
"The group ""%s"" cannot be deleted", "Grupa" "% s" "nevar tikt dzēsts"
"The last name cannot be empty.", "Pēdējais vārds nevar būt tukšs."
"The minimum password length is %s", "Minimālais paroles garums ir% s"
"The password cannot be empty.", "Parole nevar būt tukša."
"The password must have at least 6 characters. Leading or trailing spaces will be ignored.", "Parole ir jābūt vismaz 6 simbolus Leading vai beigu atstarpes tiks ignorētas.".
"The suffix that goes after name (Jr., "Piedēklis, kas iet pēc nosaukuma (Jr
"The title that goes before name (Mr., "Nosaukums, kas iet pirms nosaukuma (Mr
"There are no items in customer's wishlist at the moment", "Nav klienta vēlmēm preces brīdī"
"There are no items in customer's shopping cart at the moment", "Nav klienta grozā preces brīdī"
"There is already an account with this email address. If you are sure that it is your email address, "Ir jau ar šo e-pasta adresi kontā. Ja esat pārliecināts, ka tas ir jūsu e-pasta adrese
"There was an error validating the VAT ID.", "Tur bija kļūda apstiprinot PVN ID."
"There was an error validating the VAT ID. The customer would belong to Customer Group %s.", "Tur bija kļūda apstiprinot PVN ID klients varētu piederēt Klientu grupas% s.".
"This account is not confirmed.", "Šis konts nav apstiprināts."
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.", "Šis konts nav apstiprināts <a href=""%s""> šeit. </ A>, lai vēlreiz apstiprinājuma e-pastu."
"This customer email already exists", "Šis klients e-pasta jau eksistē"
"This customer has no saved addresses.", "Šis klients nav saglabāts adreses."
"This email does not require confirmation.", "Šī e-pasta neprasa apstiprinājumu."
"This email will be sent instead of default welcome email, "Šis tiks nosūtīts nevis noklusējuma apsveikuma vēstulē
"This is My Default %s Address", "Tas ir mana noklusējuma% s adrese"
"To Cart", "Grozam"
"To show VAT number on frontend, "Lai parādītu PVN numuru uz Frontend
"Total", "Kopā"
"Type", "Tips"
"Unknown", "Nezināma"
"Unsubscribe from Newsletter", "Atteikties no jaunumu"
"Update", "Update"
"Update customer address data", "Update klientu adreses datus"
"Update customer data", "Atjaunināt klientu datus"
"Use as My Default %s Address", "Lietot kā noklusēto% s adrese"
"Use as My Default Billing Address", "Izmantot kā manu noklusējuma norēķinu adrese"
"Use as My Default Shipping Address", "Lietot kā noklusēto piegādes adresi"
"Use as my default billing address", "Izmantot kā manu noklusējuma norēķinu adresi"
"Use as my default shipping address", "Izmantot kā manu noklusējuma piegādes adresi"
"VAT Number", "PVN reģistrācijas numurs"
"VAT Request Date", "PVN pieprasījums datums"
"VAT Request Identifier", "PVN pieprasījums identifikators"
"Validate VAT Number", "Apstiprināt PVN numurs"
"Validate on Each Transaction", "Apstiprināt par katru darījumu"
"Validation Error Group", "Validācija Kļūda Grupa"
"View", "Skats"
"View Order", "Skatīt pasūtījumu"
"Visitor", "Apmeklētāju"
"Visitors Only", "Apmeklētāji Tikai"
"Website", "Mājas"
"Welcome Email", "Sveicināti Nosūtīt"
"Wishlist", "Vēlmju"
"Wishlist - %d item(s)", "Vēlmju -% d prece (s)"
"Would you like to change the Customer Group for this order?", "Vai jūs vēlaties mainīt klientu grupai par šo pasūtījumu?"
"Wrong confirmation key.", "Nepareizs apstiprinājuma atslēga."
"Wrong customer account specified.", "Nepareiza klienta norādītajā kontā."
"Wrong email.", "Nepareizs e-pastu."
"Wrong transactional account email type", "Nepareiza darījumu konts e-tips"
"YYYY", "YYYY"
"Year", "Gads"
"You are currently not subscribed to any newsletter.", "Jūs pašlaik nav abonējis kādu biļetenu."
"You are currently not subscribed to our newsletter.", "Jūs pašlaik nav abonējis mūsu biļetenu."
"You are currently subscribed to 'General Subscription'.", "Pierakstīts jaunumiem."
"You are currently subscribed to our newsletter.", "Pierakstīts jaunumiem."
"You are now logged out", "Jūs esat veiksmīgi izraktījies no konta"
"You have logged out and will be redirected to our homepage in 5 seconds.", "Jūs esat veiksmīgi izraktījies no konta, un tiksiet novirzīts uz mūsu mājaslapu pēc 5 sekundēm."
"You have no additional address entries in your address book.", "Papildus adreses nav pievienotas"
"You have no additional entries in your address book.", "Jums nav papildu ierakstus savā adrešu grāmatā."
"You have no default billing address in your address book.", "Jums nav noklusējuma norēķinu adresi savā adrešu grāmatā."
"You have no default entries in your address book.", "Jums nav noklusējuma ierakstus savā adrešu grāmatā."
"You have no default shipping address in your address book.", "Jums nav noklusējuma piegādes adresi no adrešu grāmatas."
"You have not set a default billing address.", "Jūs neesat iestatīt noklusējuma norēķinu adrese."
"You have not set a default shipping address.", "Jūs neesat iestatīt noklusēto piegādes adresi."
"You have placed no orders yet.", "Jūs esat likts ne pasūtījumus vēl."
"You have placed no products yet.", "Jūs esat likts ne produktus vēl."
"You will be charged tax.", "Jums būs jāmaksā nodoklis."
"You will not be charged tax.", "Jums nebūs jāmaksā nodoklis."
"Your Tax ID cannot be validated.", "Jūsu nodokļu ID nevar tikt apstiprinātas."
"Your VAT ID was successfully validated.", "Jūsu PVN ID ir sekmīgi apstiprināts."
"Your account balance is: %s", "Jūsu konta atlikums ir:% s"
"Your password has been updated.", "Jūsu parole ir atjaunināta."
"Your password reset link has expired.", "Jūsu paroles atiestatīšanas saiti ir beidzies."
"ZIP", "Pasta indekss"
"ZIP/Post Code", "Pasta indekss"
"Zip/Postal Code", "Pasta indekss"
"n/a", "N /"
"or", "Vai"
"Don't have an Account? Register Now", "Reģistrēt kontu"
"Login your account", "Ienākt sistēmā",
"Login to your account to discover all great features in our store.", ""
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.", "Izveidojot kontu, Jums būs daudz vieglāk veikt, sekot līdzi, veiktajiem pasūtījumiem."
"Please select region, state or province", "Norādi precīzāko adreses zonu"
"Register now", "Reģistrēties"
"Hello, %s!", "Sveicināti, %s!"
"State/Province", "Atbilstošakā adreses zona"
"Username", "Lietotājvārds"
"Email Address/Username", "E-pasts/Lietotājvārds"
