
"Not Sent", "Nav nosūtīts"
"Pause", "Pauze"
"Paused", "Pārtraukta"
"Please enter a valid email address.", "Lūdzu, ievadiet derīgu e-pasta adresi."
"Please enter new template name", "Lūdzu ievadiet jaunu veidnes nosaukumu"
"Please refer to exeption.log", "Lūdzu, skatiet exeption.log"
"Please select subscriber(s)", "Lūdzu, izvēlieties abonenta (-u)"
"Preview", "Preview"
"Preview Template", "Veidnes"
"Processed", "Apstrādā"
"Queue Date Start", "Rinda Datums Start"
"Queue Finish", "Rinda Finish"
"Queue Information", "Rinda informācija"
"Queue Newsletter...", "Rinda biļetens ..."
"Queue Start", "Rinda Start"
"Queue Subject", "Rinda Tēma"
"Recipients", "Saņēmēji"
"Reset", "Reset"
"Resume", "Atsākt"
"Return HTML Version", "Atgriešanās HTML versija"
"Save As", "Save As"
"Save Newsletter", "Save Newsletter"
"Save Template", "Saglabāt šablonu"
"Save and Resume", "Saglabāt un atsākt"
"Selected problem subscribers have been unsubscribed.", "Atlasīti problēma abonentiem ir atteikta."
"Selected problems have been deleted.", "Atlasīti problēmas ir dzēsts."
"Sender", "Sūtītājs"
"Sender Email", "Sūtītājs Nosūtīt"
"Sender Name", "Sūtītājs Vārds"
"Sending", "Sūtīšana"
"Sent", "Sent"
"Sign Up for Our Newsletter:", "Pieteikties uz mūsu biļetenu:"
"Sign up for our newsletter", "Pierakstīties uz mūsu biļetenu"
"Sorry, "Atvainojiet
"Start", "Start"
"Status", "Statuss"
"Store", "Veikals"
"Store View", "Veikals View"
"Subject", "Tēma"
"Submit", "Iesniegt"
"Subscribe", "Abonēt"
"Subscribed", "Parakstītais"
"Subscriber", "Abonenta"
"Subscribers", "Abonenti"
"Subscribers From", "Reģistrētiem no"
"Subscription Options", "Abonēšana Options"
"Success Email Sender", "Veiksme pasta sūtītājs"
"Success Email Template", "Veiksme e-pasta veidne"
"Template Content", "Veidnes saturs"
"Template Information", "Veidnes"
"Template Name", "Šablona nosaukums"
"Template Styles", "Veidņu stili"
"Template Subject", "Veidne Tēma"
"Template Type", "Veidne Tips"
"Thank you for your subscription.", "Paldies par jūsu abonementu."
"The subscription has been removed.", "Abonēšanas ir noņemta."
"The subscription has been saved.", "Abonēšanas ir saglabāts."
"There was a problem with the subscription.", "Tur bija ar abonementu problēma."
"There was a problem with the subscription: %s", "Tur bija ar abonēšanas problēma:% s"
"There was a problem with the un-subscription.", "Tur bija ar ANO abonementu problēma."
"This email address is already assigned to another user.", "Šī e-pasta adrese jau ir piešķirts citam lietotājam."
"Type", "Tips"
"Unconfirmed", "Neapstiprināts"
"Unsubscribe", "Atteikties"
"Unsubscribe Selected", "Atteikties Selected"
"Unsubscribed", "Neparakstītās"
"Unsubscription Email Sender", "Abonēšanas e-pasta sūtītājs"
"Unsubscription Email Template", "Abonēšanas e-pasta veidne"
"View Newsletter", "Skatīt biļetenu"
"Website", "Mājas"
"You have been unsubscribed.", "Jums ir atteikta."
"Your subscription has been confirmed.", "Jūsu abonements tika apstiprināts."
