
"Required", "Nepieciešamās"
"Required for negotiated rates; 6-character UPS.", "Nepieciešams sarunu likmes, 6-zīmju UPS."
"Residential", "Dzīvojamo"
"Residential Delivery", "Dzīvojamo piegāde"
"Response is in the wrong format", "Atbilde ir nepareizā formātā"
"Return", "Atgriešanās"
"Round", "Round"
"Routing barcode is missing", "Maršrutēšanas svītrkodu ir pazudis"
"Same day", "Tajā pašā dienā"
"Sample", "Izlase"
"Sandbox Mode", "Sandbox Mode"
"Second Day Service", "Otrā diena Service"
"Secure Gateway URL", "Droši Gateway URL"
"Secureline", "Secureline"
"Sender", "Sūtītājs"
"Sender city info is missing", "Sūtītājs pilsēta informācija ir pazudis"
"Sender contact name is missing", "Sūtītājs kontakts nosaukums ir pazudis"
"Sender country info is missing", "Sūtītājs valsts informācija ir pazudis"
"Service type does not match", "Pakalpojumu veids neatbilst"
"Ship to Applicable Countries", "Kuģis ar attiecīgajiem valstīs"
"Ship to Specific Countries", "Piegādāt uz konkrētām valstīm"
"Shipment Contains Hazardous Materials", "Sūtījums satur bīstamus materiālus"
"Shipment Dutiable", "Sūtījums muitojums"
"Shipment Duty Payment Type", "Sūtījums Duty Maksājuma veids"
"Shipment Type", "Tipa pārvadājums"
"Shipment is not available.", "Sūtījums nav pieejams."
"Shipment picked up", "Sūtījums paņēma"
"Shipper Number", "Nosūtītāja numurs"
"Shipping Key", "Piegādes atslēga"
"Shipping Key (International)", "Piegādes Key (International)"
"Show Method if Not Applicable", "Parādīt metode, ja nav piemērojams"
"Signature Required", "Paraksts Nepieciešama"
"Size", "Izmērs"
"Small Express Box", "Mazais Express Box"
"Smart Post", "Smart Post"
"Sort Order", "Kārtot rīkojums"
"Specific", "Speciālā"
"Sprintline", "Sprintline"
"Standard Overnight", "Standarta Overnight"
"Station", "Stacija"
"Subtotal", "Starpsumma"
"Subtotal With Discount", "Starpsumma ar atlaidi"
"The field is applicable if the Smart Post method is selected.", "Lauks ir piemērojams, ja Smart Post metodi izvēlas."
"The response is in wrong format.", "Atbilde ir nepareizā formātā."
"There is no available method for selected shipping address.", "Nav pieejama metode izvēlēto piegādes adresi."
"There is no items in this order", "Nav šajā secībā preces"
"Third Party", "Trešā puse"
"Title", "Nosaukums"
"To Lower", "Lai Lower"
"To Upper", "Upper"
"Tracking XML URL", "Tracking XML URL"
"UPS", "UPS"
"UPS Expedited", "UPS operatīva"
"UPS Express", "UPS Express"
"UPS Express Box", "UPS Express Box"
"UPS Express Early A.M.", "UPS Express Agri no rīta"
"UPS Express Plus", "UPS Express Plus"
"UPS Ground", "UPS Ground"
"UPS Letter Envelope", "UPS vēstule Aploksne"
"UPS Next Day Air", "UPS Nākamā diena Air"
"UPS Next Day Air Early A.M.", "UPS Nākamā diena Air Agri no rīta"
"UPS Next Day Air Saver", "UPS Nākamā diena Air Saver"
"UPS Saver", "UPS Saver"
"UPS Second Day Air", "UPS Otrā diena Air"
"UPS Second Day Air A.M.", "UPS Otrā diena Air rītā"
"UPS Standard", "UPS Standard"
"UPS Three-Day Select", "UPS Trīs dienas Select"
"UPS Today Dedicated Courrier", "UPS Šodien Izdalītā kurjera"
"UPS Today Express", "UPS Šodien Express"
"UPS Today Express Saver", "UPS Šodien Express Saver"
"UPS Today Intercity", "UPS Šodien Starppilsētu"
"UPS Today Standard", "UPS Šodien standarts"
"UPS Tube", "UPS Tube"
"UPS Type", "UPS Tips"
"UPS Worldwide 10 kilo", "UPS Vispasaules 10 kilogramu"
"UPS Worldwide 25 kilo", "UPS Vispasaules 25 kilogramu"
"UPS Worldwide Expedited", "UPS Vispasaules operatīva"
"UPS Worldwide Express", "UPS Worldwide Express"
"UPS Worldwide Express Plus", "UPS Worldwide Express Plus"
"UPS Worldwide Express PlusSM", "UPS Worldwide Express PlusSM"
"UPS Worldwide Saver", "UPS Vispasaules Saver"
"USPS", "USPS"
"Unable to retrieve tracking", "Nevar ielādēt izsekošanas"
"United Parcel Service", "United Parcel Service"
"United Parcel Service XML", "United Parcel Service XML"
"Unknown error", "Nezināma kļūda"
"Used only when ""Additional Protection Value"" is set to ""Configuration"". Can contain only numeric amount.", "Automašīnas tikai tad, kad" "Papildu aizsardzības vērtība" "ir iestatīts uz" "konfigurācijas" "var būt tikai ciparu summu.".
"User ID", "Lietotāja ID"
"Variable", "Mainīgais"
"Waybill barcode information is missing", "Ceļazīme svītrkodu informācija ir pazudis"
"Weight Unit", "Svara vienība"
"Weight unit is invalid", "Svara vienība ir nederīgs"
"Width", "Platums"
"Worldwide Expedited", "Vispasaules operatīva"
"Worldwide Express", "Vispasaules Express"
"Worldwide Express Letter", "Vispasaules Express vēstule"
"Worldwide Express Plus", "Vispasaules Express Plus"
"Worldwide Express Plus Letter", "Vispasaules Express Plus vēstule"
"Worldwide Express Saver", "Vispasaules Express Saver"
"Wrong Content Type.", "Nepareiza satura tips."
"Wrong Region.", "Nepareizs reģions."
"Yes", "Jā"
"Your Packaging", "Jūsu Iepakojums"
"Zero shipping charge for '%s'", "Nulles kuģniecības maksa par '% s'"
"cm", "Cm"
"inch", "Collu"
