
"The table prefix should contain only letters (a-z), "Tabulā Priedēklis vajadzētu saturēt tikai burtus (AZ)
"There was a problem installing Magento packages. Please read the log, "Tur bija problēma uzstādot Magento paketes. Lūdzu, lasiet žurnāla
"Time Zone", "Laika josla"
"Use Secure URLs (SSL)", "Izmantojiet Secure URL (SSL)"
"Use Web Server (Apache) Rewrites", "Lietot Web Server (Apache) pārraksta"
"User Name", "Lietotāja vārds"
"User Password", "Lietotāja parole"
"Username", "Lietotājvārds"
"Validation", "Validācija"
"Web access options", "Web piekļuves iespējas"
"Welcome", "Laipni lūdzam"
"Welcome to Magento's Installation Wizard", "Laipni Magento ierīkošanas Wizard"
"You can specify server port, "Jūs varat norādīt porta
"You could enable this option to use web server rewrites functionality for improved search engines optimization.", "Tu varētu ļaut šī iespēja izmantot interneta serveri pārraksta funkcionalitāti uzlabot meklētājprogrammu optimizāciju."
"You're All Set", "Jūs esat visu komplektu"
"You're All Set!", "Jūs esat visu komplektu!"
